PCF ID,Hierarchy ID,Name,Difference Index,Change details,Metrics available?
10051,1.2.5.3,Develop role activity diagrams to assess hand-off activity,0,,N
10052,1.2.5.4,Perform organization redesign workshops,0,,N
10053,1.2.5.5,Design the relationships between organizational units,0,,N
10054,1.2.5.6,Develop role analysis and activity diagrams for key processes,0,,N
10055,1.2.5.7,Assess organizational implication of feasible alternatives,0,,N
10056,1.2.5.8,Migrate to new organization,0,,N
10042,1.2.6,Develop and set organizational goals,3,"+19953, +19954, +19955",N
19953,1.2.6.1,Identify organizational goals,1,NEW,N
19954,1.2.6.2,Establish baseline metrics,1,NEW,N
19955,1.2.6.3,Monitor performance against goals,1,NEW,N
10043,1.2.7,Formulate business unit strategies,3,"+19956, +19957, +19958",N
19956,1.2.7.1,Analyze business unit strategies,1,NEW,N
19957,1.2.7.2,Identify core competency for each business unit,1,NEW,N
19958,1.2.7.3,Refine business unit strategies in support of company strategy,1,NEW,N
19959,1.2.8,Develop customer experience strategy,16,"+19960, +19964, +19971, +19974, NEW",N
19960,1.2.8.1,Assess customer experience,4,"+19961, +19962, +19963, NEW",N
19961,1.2.8.1.1,Identify and review customer touchpoints,1,NEW,N
19962,1.2.8.1.2,Assess customer experience across touchpoints,1,NEW,N
19963,1.2.8.1.3,Perform root cause analysis of problematic customer experiences,1,NEW,N
19964,1.2.8.2,Design customer experience,7,"+19965, +19966, +19967, +19968, +19969, +19970, NEW",N
16612,1.2.8.2.1,Define and manage personas,0,,N
19965,1.2.8.2.2,Create customer journey maps,1,NEW,N
19966,1.2.8.2.3,Define single view of the customer for the organization,1,NEW,N
19967,1.2.8.2.4,Define a vision for the customer experience,1,NEW,N
19968,1.2.8.2.5,Validate with customers,1,NEW,N
19969,1.2.8.2.6,Align experience with brand values and business strategies,1,NEW,N
19970,1.2.8.2.7,Develop content strategy,1,NEW,N
19971,1.2.8.3,Design customer experience support structure,3,"+19972, +19973, NEW",N
19972,1.2.8.3.1,Identify required capabilities,1,NEW,N
19973,1.2.8.3.2,Identify impact on functional processes,1,NEW,N
19974,1.2.8.4,Develop customer experience roadmap to develop and implement defined capabilities,1,NEW,N
18916,1.2.9,Communicate strategies internally and externally,1,NEW,N
10016,1.3,Execute and measure strategic initiatives,12,"+19507, RENAME, WAS:Manage strategic initiatives",N
10057,1.3.1,Develop strategic initiatives,3,"+19975, +19976, +19977",N
19975,1.3.1.1,Identify strategic priorities,1,NEW,N
19976,1.3.1.2,Develop strategic initiatives based on business/customer value,1,NEW,N
19977,1.3.1.3,Review with stakeholders,1,NEW,N
10058,1.3.2,Evaluate strategic initiatives,2,"+19978, +19979",N
19978,1.3.2.1,Determine business value for each strategic priority,1,NEW,N
19979,1.3.2.2,Determine the customer value for each strategic priority,1,NEW,N
10059,1.3.3,Select strategic initiatives,2,"+19980, +19981",N
19980,1.3.3.1,Prioritize strategic initiatives,1,NEW,N
19981,1.3.3.2,Communicate strategic initiatives to business units and stakeholders,1,NEW,N
10060,1.3.4,Establish high-level measures,3,"+19982, +19983, +19984",N
19982,1.3.4.1,Identify business value drivers,1,NEW,N
19983,1.3.4.2,Establish baselines for business value drivers,1,NEW,N
19984,1.3.4.3,Monitor performance against baselines,1,NEW,N
19507,1.3.5,Execute strategic initiatives,1,NEW,N
20944,1.4,Develop and maintain business models,12,"+20945, +20950, +20955, NEW",N
20945,1.4.1,Develop business models,5,"+20946, +20947, +20948, +20949, NEW",N
20946,1.4.1.1,Assemble business model information,1,NEW,N
20947,1.4.1.2,Secure appropriate approvals,1,NEW,N
20948,1.4.1.3,Identify integration points with existing models,1,NEW,N
20949,1.4.1.4,Adopt the business model,1,NEW,N
20950,1.4.2,Maintain business models,5,"+20951, +20952, +20953, +20954, NEW",N
20951,1.4.2.1,Establish business model maintenance parameters,1,NEW,N
20952,1.4.2.2,Accept business model feedback parameters,1,NEW,N
20953,1.4.2.3,Prioritize and manage incoming feedback,1,NEW,N
20954,1.4.2.4,Update existing models,1,NEW,N
20955,1.4.3,Establish business model governance,1,NEW,N
12723,2,Develop New Vehicles,11,,N
12219,2.1,Strategize and plan portfolio,0,,N
12220,2.1.1,Develop segment plan,0,,N
12221,2.1.2,Assess market/segments,0,,N
12222,2.1.2.1,Develop business profile,0,,N
12223,2.1.2.2,Assess current situation,0,,N
12224,2.1.2.3,Develop technology indicators for product performance,0,,N
12225,2.1.2.4,Assess supply chain participant positions,0,,N
12226,2.1.2.5,Conduct secondary research,0,,N
12227,2.1.2.6,Determine market development index,0,,N
12228,2.1.2.7,Determine brand development index,0,,N
18084,2.1.2.8,Determine target costing positions,0,,N
12229,2.1.3,Analyze market problems and opportunities,0,,N
12230,2.1.3.1,Identify problems,0,,N
12231,2.1.3.2,Analyze problems,0,,N
12232,2.1.3.3,Identify opportunities,0,,N
12233,2.1.3.4,Analyze opportunities,0,,N
12234,2.1.3.5,Finalize problems and opportunities,0,,N
12235,2.1.4,Perform market tracking,0,,N
12236,2.1.5,Perform market research,0,,N
12237,2.1.6,Perform competitive benchmarking,0,,N
18085,2.1.7,Perform design alignment for build,0,,N
18086,2.1.7.1,Determine parts commoditizing,0,,N
18087,2.1.7.2,Determine modular design,0,,N
12243,2.1.8,Monitor opportunities and threats,0,,N
12244,2.2,Setup business objective (create and finalize concepts for new vehicle -Vehicle Synthesis),1,-12276,N
12245,2.2.1,"Identify and create business plan, objectives and constraints",0,,N
12246,2.2.1.1,"Create idea ,concept and strategic portfolio management",0,,N
12247,2.2.1.2,"Finalize customer definition and competitive vehicle field based on confirmation of platform, architecture and program type (new, platform variant, top hat, freshening)",0,,N
12248,2.2.1.3,"Define key cost, performance and quality program targets and constraints",0,,N
12249,2.2.1.4,"Define product content alternatives, packaging feasibility by zone",0,,N
12250,2.2.1.5,Create and finalize vehicle project plan and scope: finalize program timeline and content,0,,N
12251,2.2.1.6,"Identify and leverage mega-trends: identify key vehicle functional objectives, identify strategic vehicle systems",0,,N
12252,2.2.2,Approve preliminary program specifications,0,,N
12253,2.2.2.1,Validate and finalize occupant package,0,,N
12254,2.2.2.2,"Create initial Bill Of Material (BOM), complete initial Engineering Bill Of Material (EBOM) disclosures, update modules strategy, finalize technical and product feature innovation plan",0,,N
12255,2.2.2.3,Finalize power train: define key platform hard points,0,,N
12256,2.2.2.4,"Select assembly plant: vehicle program timeline (major milestones for marketing, engineering, purchasing and manufacturing identified)",0,,N
12257,2.2.2.5,Establish carry-over part strategy: establish initial re-use and preferred parts plan,0,,N
12258,2.2.2.6,Identify/establish competitive vehicle targets: Benchmark Center (CBC) opportunities - with investment estimates for all assembly plants being considered,0,,N
12259,2.2.3,Perform research and development,0,,N
12260,2.2.3.1,Develop new technologies,0,,N
12261,2.2.3.2,Define new manufacturing processes,0,,N
12262,2.2.3.3,Review new materials,0,,N
12263,2.2.3.4,Set and validate safety measures,0,,N
12264,2.2.4,Analyze Computer Aided Engineering (CAE) and select vehicle themes,0,,N
12265,2.2.4.1,Complete customer research results,0,,N
12266,2.2.4.2,Select/Complete theme assessment and confirm direction set,0,,N
12267,2.2.4.3,Select supplier : production sourcing actions meet glide paths (source packages and Purchase Orders (PO) issued),0,,N
12268,2.2.4.4,Develop program targets,0,,N
12269,2.2.4.5,Assign resource (% of Allocation),0,,N
12270,2.2.5,Finalize and confirm theme,0,,N
12271,2.2.5.1,Complete clay models,0,,N
12272,2.2.5.2,Approve styling changes from selected themes,0,,N
12273,2.2.5.3,Develop business case for mix and match of themes,0,,N
12274,2.2.5.4,Validate feasibility and obtain theme sign-off,0,,N
12275,2.2.5.5,Estimate vehicle price range,0,,N
18088,2.2.6,Finalize plan for parts to make or buy,0,,N
12291,2.2.7,Design in-vehicle system,0,,N
12292,2.2.7.1,Develop concept,0,,N
12293,2.2.7.2,Plan space and system interfaces,0,,N
12294,2.2.7.3,Design software,0,,N
12295,2.2.7.4,Design software interfaces,0,,N
12296,2.2.7.5,Develop integrate system,0,,N
12297,2.2.7.6,Manage supplier designs,0,,N
12298,2.2.8,Manage program,0,,N
12299,2.2.8.1,Establish program timing,0,,N
12300,2.2.8.2,Validate program metrics,0,,N
12301,2.2.8.3,Monitor program plan,0,,N
12302,2.2.8.4,Manage teams,0,,N
12303,2.2.8.5,Develop integrated program plans,0,,N
12304,2.3,Engineer/design vehicle (CAD model),1,,N
12305,2.3.1,Create and finalize program specifications,0,,N
12306,2.3.1.1,Obtain financial approval for the program,0,,N
12307,2.3.1.2,Receive clay surface definition for engineering,0,,N
12308,2.3.1.3,Confirm key functional objectives meet appropriate performance levels,0,,N
12309,2.3.1.4,Complete key system design and process Failure modes and effects - FMEAs,0,,N
12310,2.3.1.5,Complete production sourcing : actions meet glide paths (source packages and Purchase Orders (Pos) issued),0,,N
12311,2.3.2,Evaluate availability of suppliers to fulfill engineering requirements,1,c18089,N
12312,2.3.2.1,Identify suppliers which can meet engineering,0,,N
17750,2.3.2.2,Notify engineering/design team of possible change requirements based on component availability,0,,N
12314,2.3.2.3,Engage procurement organization in contract process,0,,N
18089,2.3.2.4,Agree collaboration process for design changes,1,"RENAME, WAS:Agree collabarotion process for design changes",N
12315,2.3.2.5,"Create vendor evaluation, monitor plan",0,,N
12316,2.3.3,Generate Computer Aided Design (CAD) model,0,,N
12317,2.3.3.1,Generate part/sub-assemblies/assemblies node no.,0,,N
12318,2.3.3.2,Generate part-governance logistics,0,,N
12319,2.3.3.3,Provide part-access to suppliers,0,,N
12320,2.3.4,Complete product and process design,0,,N
12321,2.3.4.1,Develop and release Computer Aided Design (CAD) models,0,,N
12322,2.3.4.2,Complete product structure management,0,,N
12323,2.3.4.3,Define quality engineering,0,,N
12324,2.3.4.4,Create quality assurance and control,0,,N
12325,2.3.4.5,Create change and configuration management system,0,,N
12326,2.3.4.6,Create hazardous substance management system,0,,N
12327,2.3.4.7,Plan for master data management,0,,N
12328,2.3.5,Design rules and policies,0,,N
12329,2.3.5.1,Establish targets and governance,0,,N
12330,2.3.5.2,Define rules and policies for design,0,,N
12331,2.3.5.3,Maintain rules and policies,0,,N
12332,2.3.6,Manage configuration,0,,N
12333,2.3.6.1,Validate parts/build combinations,0,,N
12334,2.3.6.2,Develop bill of materials,0,,N
18090,2.3.7,Establish service and warranty parameters,0,,N
18091,2.3.7.1,Calculate the reliability performance of parts,0,,N
18092,2.3.7.2,"Recommend warranty and service schedules, fitment processes and job times",0,,N
12335,2.4,Improve/validate vehicle design,3,,N
18093,2.4.1,Build and evaluate assembly in Digital Mock-Up (DMU),2,"c18098, c18099",N
18094,2.4.1.1,Develop and release Computer Aided Design (CAD) surface models,0,,N
18095,2.4.1.2,Complete data structure management,0,,N
18096,2.4.1.3,Define data quality engineering,0,,N
18097,2.4.1.4,Create data quality assurance and control,0,,N
18098,2.4.1.5,Create data change and configuration management system,1,"RENAME, WAS:Create change and configuration management system",N
18099,2.4.1.6,Create vehicle hazardous substance management system,1,"RENAME, WAS:Create hazardous substance management system",N
18100,2.4.1.7,Plan for Lightweight Computer Aided Design (CAD) master data,0,,N
12336,2.4.2,Evaluate/Improvise vehicle in virtual space Computer Aided Engineering - CAE,0,,N
12337,2.4.2.1,Identify vehicle class and Federal Motor vehicle safety standards (FMVSS) and other regulatory requirements,0,,N
12338,2.4.2.2,Define Corporate Federal Motor vehicle safety standards (FMVSS) requirements and vehicle star rating,0,,N
12339,2.4.2.3,Define Computer Aided Engineering (CAE) metrics for full vehicle system and sub system,0,,N
12340,2.4.2.4,Analyze Vehicle model in Computer Aided Engineering (CAE) for design improvements,0,,N
12341,2.4.3,Design for manufacturability/assembly,1,c18101,N
12342,2.4.3.1,Evaluate the use of new manufacturing technologies,0,,N
12343,2.4.3.2,Confirm Business Operating Procedures (BOP) alternatives for all assembly plants being considered,0,,N
12344,2.4.3.3,Identify architectural related manufacturing Principle Locating Planes,0,,N
12346,2.4.3.4,Verify Concept Digital Development's exterior and interior surfaces feasibility,0,,N
12348,2.4.3.5,Complete digital assembly and discovery issues,0,,N
12351,2.4.3.6,Interface manufacturing equipment/tooling part models in PDM,0,,N
12352,2.4.3.7,Approve/Accept Design Failure Mode and Effect Analysis (DFMEA)/Process Failure mode and effect analysis (PFMEA) on key components/systems,0,,N
12353,2.4.3.8,Complete control plan and mistake proofing,0,,N
12354,2.4.3.9,Review surface quality verification - black body,0,,N
12355,2.4.3.10,Complete Body In White (BIW) dimensional compliance,0,,N
12359,2.4.3.11,Formulate process design,0,,N
18101,2.4.3.12,Analyze the capability of manufacturing equipment/tooling and stamping,1,"RENAME, WAS:Analyse the capability of manufacturing equipment/tooling and stamping",N
12360,2.4.4,Design for shipping /transportation,0,,N
12361,2.4.4.1,Create plan for shipping,0,,N
12362,2.4.4.2,Create rack/container availability details,0,,N
12363,2.4.4.3,Simulate transportation by simulating parts in rack and container,0,,N
12364,2.4.5,Design and build tools,0,,N
12365,2.4.5.1,Perform tool analysis based part/system vehicle design,0,,N
12366,2.4.5.2,Create initial tool prototypes,0,,N
12367,2.4.5.3,Validate parts of a tool,0,,N
12368,2.4.5.4,Create production tools,0,,N
12369,2.5,Build prototype/mule,0,,N
12370,2.5.1,Build prototype - stage I,0,,N
12371,2.5.1.1,Confirm stage I build readiness,0,,N
12372,2.5.1.2,Plan for system and component design verification test,0,,N
12373,2.5.1.3,Complete initial marketing launch plan,0,,N
12374,2.5.1.4,Revise product and program timing targets ( glide path ),0,,N
12375,2.5.1.5,Plan for prototyping and ramp-up,0,,N
12376,2.5.2,Build prototype - stage II,0,,N
12377,2.5.2.1,Confirm stage II pilot build readiness,0,,N
12378,2.5.2.2,Complete systems and components off production tooling and assembly processes,0,,N
12379,2.5.2.3,Validate build tolerance (create lock option introduction mix),0,,N
12380,2.5.2.4,Create system and component process verification testing,0,,N
12381,2.5.2.5,Resolve stage I open issues,0,,N
12382,2.5.2.6,Define plan to incorporate all open stage I prototype solutions in stage II build,0,,N
12383,2.5.3,Build pre-launch - stage III,0,,N
12384,2.5.3.1,Confirm stage III pilot build readiness,0,,N
12385,2.5.3.2,Build saleable vehicles,0,,N
12386,2.5.3.3,Evaluate quality plan to target,0,,N
12387,2.5.3.4,Create containment assessment and release plan,0,,N
12388,2.5.3.5,Confirm product readiness,0,,N
12389,2.5.3.6,Confirm assembly plant readiness,0,,N
12390,2.5.3.7,Complete vendor evaluation and monitoring plan,0,,N
18102,2.5.3.8,Verify and estimate full production capability,0,,N
18103,2.5.3.9,Confirm advertisement process and take photograph for advertisement,0,,N
12391,2.6,Test/verify vehicle functional requirements,6,c12400,N
12392,2.6.1,Test vehicle and supplier durability and performance,0,,N
12393,2.6.1.1,Identify vehicles for testing,0,,N
12394,2.6.1.2,Define corporate FMVSS requirements and vehicle star rating as targets,0,,N
12395,2.6.1.3,Define new procedures/identify standard test procedures for full system and sub system,0,,N
12396,2.6.1.4,Perform durability test in proving ground and road simulator,0,,N
18104,2.6.1.5,Conduct vehicle/main unit performance test,0,,N
12400,2.6.2,Manage and assess design change,3,"c12403, c18105, RENAME, WAS:Manage design change",N
12401,2.6.2.1,Create a change notice or work order for design change request,0,,N
12402,2.6.2.2,Capture the design change as a different revision,0,,N
12403,2.6.2.3,Manage design change,1,"RENAME, WAS:Manage change",N
18105,2.6.2.4,"Analyze achievement of change, root cause of any deviations and plan countermeasures",1,"RENAME, WAS:Analyse achievement of change, root cause of any deviations and plan countermeasures",N
12404,2.6.3,Prepare vehicles and obtain regulatory certifications,1,c12406,N
12405,2.6.3.1,Prepare vehicles for sub-system testing,0,,N
12406,2.6.3.2,Release sub-system testing results to media,1,"RENAME, WAS:Release results to media",N
12407,2.6.4,Obtain approval for test and ride,1,c12409,N
12408,2.6.4.1,Obtain approval from senior management for final overall vehicle test and ride,0,,N
12409,2.6.4.2,Release final test results to media,1,"RENAME, WAS:Release results to media",N
18106,2.6.5,After Start Of Production (SOP) follow process,1,c18108,N
18107,2.6.5.1,Verify sales volume and customer satisfaction/complaints,0,,N
18108,2.6.5.2,Analyze quality results and plan countermeasure for market,1,"RENAME, WAS:Analyse quality results and plan countermeasure for market",N
10004,3,Market and Sell Products and Services,107,"-12428, -12434, -12442, -12446, -12456, -12484, c10101",Y
10101,3.1,"Understand markets, customers, and capabilities",5,"-12414, RENAME, WAS:Develop marketing, distribution, and channel strategy",Y
10106,3.1.1,Perform customer and market intelligence analysis,2,"c10111, c10112",Y
10108,3.1.1.1,Conduct customer and market research,0,,N
10114,3.1.1.1.1,Understand consumer needs and predict customer purchasing behavior,0,,N
10109,3.1.1.2,Identify market segments,0,,N
10115,3.1.1.2.1,Determine market share gain/loss,0,,N
10110,3.1.1.3,Analyze market and industry trends,0,,N
10111,3.1.1.4,"Analyze competing organizations, competitive/substitute products/services",1,"RENAME, WAS:Analyze competing organizations, competitive/substitute products",N
10112,3.1.1.5,Evaluate existing products/services,1,"RENAME, WAS:Evaluate existing products/brands",N
10113,3.1.1.6,Assess internal and external business environment,0,,N
10107,3.1.2,Evaluate and prioritize market opportunities,1,,Y
10116,3.1.2.1,Quantify market opportunities,0,,N
10117,3.1.2.2,Determine target segments,1,+18941,N
18941,3.1.2.2.1,Identify under-served and saturated market segments,1,NEW,N
18109,3.1.2.3,Determine channel strategy,0,,N
10118,3.1.2.4,Prioritize opportunities consistent with capabilities and overall business strategy,0,,N
10119,3.1.2.5,Validate opportunities,0,,N
10120,3.1.2.5.1,Test with customers/consumers,0,,N
10121,3.1.2.5.2,Confirm internal capabilities,0,,N
12410,3.1.3,Develop and manage brands,0,,N
12411,3.1.3.1,Develop marketing strategy for new & existing brands,0,,N
12412,3.1.3.2,Define offering and brand equity position,0,,N
12413,3.1.3.3,Assess brand performance management,0,,N
12415,3.1.4,Aggregate and manage customer marketing,0,,N
12416,3.1.5,Conduct product planning clinics,0,,N
12418,3.1.6,Collect demand information,0,,N
12417,3.1.7,Create customer profiles,0,,N
12419,3.1.8,Develop unconstrained forecast,0,,N
12420,3.1.9,Develop constrained forecast,0,,N
10102,3.2,Develop marketing strategy,39,"+20000, +20006, +16848, +18924, -10122, c10123",Y
11168,3.2.1,Define offering and customer value proposition,1,c11169,Y
11169,3.2.1.1,Define offering and positioning,1,"RENAME, WAS:Define offering and brand positioning",N
11170,3.2.1.2,Develop value proposition including brand positioning for target segments,0,,N
11171,3.2.1.3,Validate value proposition with target segments,0,,N
11172,3.2.1.4,Develop new branding,0,,N
18110,3.2.1.5,Define brand's distinctive online experience,0,,N
18111,3.2.1.6,Define brand's physical (person-to-person) customer experience strategy,0,,N
10123,3.2.2,Define pricing strategy,5,"+13169, +19999, c10124, c10125, RENAME, WAS:Define pricing strategy to align to value proposition",N
13169,3.2.2.1,Conduct pricing analysis,1,NEW,N
10124,3.2.2.2,Establish guidelines for applying pricing and discounting of products/services,1,"RENAME, WAS:Establish guidelines for applying pricing of products/services",N
19999,3.2.2.3,Establish pricing targets,1,NEW,N
10125,3.2.2.4,Approve pricing strategies/policies and targets,1,"RENAME, WAS:Approve pricing strategies/policies",N
16621,3.2.2.5,"Align market strategy (product assortment, pricing, merchandising, etc.) to align to positioning",0,,N
16622,3.2.2.6,Determine strategic investment plan,0,,N
16623,3.2.2.7,Manage brand licensing and usage,0,,N
16624,3.2.2.8,"Measure and reassess activities against strategy, plan, and investment",0,,N
20000,3.2.3,Define and manage channel strategy,11,"+20001, +20002, +20003, +20004, +20005, c10126, c10127, NEW",Y
20001,3.2.3.1,Determine channels to be supported,1,NEW,N
20002,3.2.3.2,Establish channel objectives,1,NEW,N
10127,3.2.3.3,Determine channel role and fit with target segments,1,"RENAME, WAS:Determine channel fit with target segments",N
10128,3.2.3.4,Select channels for target segments,0,,N
20003,3.2.3.5,Identify required channel capabilities,1,NEW,N
10126,3.2.3.6,Evaluate channel attributes and potential partners,1,"RENAME, WAS:Evaluate channel attributes and partners",N
20004,3.2.3.7,Orchestrate seamless customer experience across supported channels,4,"+16590, +16591, +16592, NEW",Y
16590,3.2.3.7.1,Define omni-channel strategy,1,NEW,N
16591,3.2.3.7.2,Define omni-channel requirements,1,NEW,N
16592,3.2.3.7.3,Develop omni-channel policies and procedures,1,NEW,N
20005,3.2.3.8,Develop and manage execution roadmap,1,NEW,N
20006,3.2.4,Analyze and manage channel performance,6,"+16573, +16574, +16575, +16500, +16501, NEW",Y
16573,3.2.4.1,Establish channel-specific metrics and targets,1,NEW,Y
16574,3.2.4.2,Monitor and report performance,1,NEW,N
16575,3.2.4.3,Monitor and report events influencing factors,1,NEW,N
16500,3.2.4.4,Analyze performance,1,NEW,N
16501,3.2.4.5,Develop plan for improvements,1,NEW,N
16848,3.2.5,Develop marketing communication strategy,9,"+16849, +16850, +16851, +16852, +16853, +16854, +16855, +18627, NEW",N
16849,3.2.5.1,Develop customer communication calendar,1,NEW,N
16850,3.2.5.2,Define public relations (PR) strategy,1,NEW,N
16851,3.2.5.3,Define direct marketing strategy,1,NEW,N
16852,3.2.5.4,Define internal marketing communication strategy,1,NEW,N
16853,3.2.5.5,Identify new media for marketing communication,1,NEW,N
16854,3.2.5.6,Define new media communication strategy,1,NEW,N
16855,3.2.5.7,Define point of sale (POS) communication strategy,1,NEW,N
18627,3.2.5.8,Define communication guidelines and mechanisms,1,NEW,N
18924,3.2.6,Design and manage customer loyalty program,6,"+20007, +18925, +18926, +18927, c16633, NEW",N
20007,3.2.6.1,Define customer loyalty program,1,NEW,N
18925,3.2.6.2,Acquire members to customer loyalty program,1,NEW,N
18926,3.2.6.3,Build engagement and relationship with members,1,NEW,N
16633,3.2.6.4,Monitor customer loyalty program benefits to the enterprise and the customer,1,"RENAME, WAS:Define and manage customer loyalty program benefits and events",N
18927,3.2.6.5,Optimize loyalty program value to both the enterprise and the customer,1,NEW,N
10104,3.3,Develop and manage marketing plans,16,"+20593, +20010, -10154, -10151, -10152, c16613, c10148",Y
10148,3.3.1,"Establish goals, objectives, and metrics for products/services by channel/segment",1,"RENAME, WAS:Establish goals, objectives, and metrics for products by channels/segments",Y
10149,3.3.2,Establish marketing budgets,1,+17683,Y
10155,3.3.2.1,Confirm marketing alignment to business strategy,0,,N
10156,3.3.2.2,Determine costs of marketing,0,,N
10157,3.3.2.3,Create marketing budget,0,,N
17683,3.3.2.4,Determine projected ROI for marketing investment,1,NEW,N
20593,3.3.3,Develop and manage pricing,4,"+20009, +18948, +17684, NEW",N
20009,3.3.3.1,Understand resource requirements for each product/service and delivery channel/method,1,NEW,N
18948,3.3.3.2,Determine corporate incentives,1,NEW,N
10163,3.3.3.3,Determine pricing based on volume/unit forecast,0,,N
18114,3.3.3.4,Determine product residual value across product lifecycle,0,,N
10164,3.3.3.5,Execute pricing plan,0,,N
10165,3.3.3.6,Evaluate pricing performance,0,,N
10166,3.3.3.7,Refine pricing as needed,0,,N
11495,3.3.3.8,Implement promotional pricing programs,0,,N
11496,3.3.3.9,Implement other retail pricing programs,0,,N
11497,3.3.3.10,Communicate and implement price changes,0,,N
17684,3.3.3.11,Achieve regulatory approval for pricing,1,NEW,N
20010,3.3.4,Develop and manage promotional activities,2,"c10167, NEW",N
10167,3.3.4.1,Define promotional concepts and objectives,1,"RENAME, WAS:Define promotional concepts",N
10159,3.3.4.2,Develop marketing messages,0,,N
10160,3.3.4.3,Define target audience,0,,N
10168,3.3.4.4,Plan and test promotional activities,0,,N
10169,3.3.4.5,Execute promotional activities,0,,N
10170,3.3.4.6,Evaluate promotional performance metrics,0,,N
10171,3.3.4.7,Refine promotional performance metrics,0,,N
10172,3.3.4.8,Incorporate learning into future/planned consumer promotions,0,,N
10153,3.3.5,Track customer management measures,1,c10173,Y
10173,3.3.5.1,Determine customer lifetime value,1,"RENAME, WAS:Determine customer loyalty/lifetime value",N
10174,3.3.5.2,Analyze customer revenue trend,0,,N
