PCF ID,Hierarchy ID,Name,Difference Index,Change details,Metrics available?
10066,2.1.1.3,Confirm alignment of city service concepts with the comprehensive plan,0,,N
18383,2.1.1.3.1,Identify service sponsorship,0,,N
18384,2.1.1.3.2,"Identify relationships, dependencies and redundancies between city services",0,,N
10074,2.1.1.3.3,Prioritize and select new city service concepts,0,,N
10073,2.1.1.3.4,Plan and develop cost and quality targets,0,,N
10075,2.1.1.3.5,Specify development timing targets,0,,N
10067,2.1.1.4,Manage city service life cycle,1,-14192,Y
16824,2.1.1.5,Develop plan for new product/service development and introduction/launch,1,NEW,N
10077,2.1.1.5.1,Introduce new city services,0,,N
10078,2.1.1.5.2,Retire outdated and poor performing city services,0,,N
10079,2.1.1.5.3,Identify and refine city performance indicators,0,,N
11423,2.1.1.6,Conduct post launch review,1,NEW,N
19646,2.1.1.7,Carry out post launch analytics to test the acceptability in the market,1,NEW,N
11424,2.1.1.8,Review market performance,1,NEW,N
11425,2.1.1.9,Review effectiveness of supply chain and distribution network,1,NEW,N
19647,2.1.1.10,Apply data and analytics to review supply chain methodologies,1,NEW,N
11426,2.1.1.11,Review quality and performance of the product/service,1,NEW,N
11427,2.1.1.12,Conduct financial review,1,NEW,N
11428,2.1.1.13,Conduct new product development process assessment,1,NEW,N
19985,2.1.2,"Manage patents, copyrights, and regulatory requirements",9,"+19941, +16826, +16827, +19697, +12771, NEW",N
19941,2.1.2.1,Conduct mandatory and elective reviews,1,NEW,N
16826,2.1.2.2,Review infringement of patents and copyrights,1,NEW,N
16827,2.1.2.3,Determine patent and copyright needs,1,NEW,N
19697,2.1.2.4,Define product technical documentation management requirements,1,NEW,N
12771,2.1.2.5,Manage regulatory requirements,4,"+12772, +12773, +12776, NEW",N
12772,2.1.2.5.1,Train employees on appropriate regulatory requirements,1,NEW,N
12773,2.1.2.5.2,Maintain records for regulatory agencies,1,NEW,N
12776,2.1.2.5.3,Manage regulatory submission life cycle,1,NEW,N
11740,2.1.3,Manage product and service master data,11,"+11741, +11742, +11743, +11744, +11745, +11746, +11747, +11748, +11749, +11750, NEW",Y
11741,2.1.3.1,Manage materials master lists,1,NEW,N
11742,2.1.3.2,Manage bills of material,1,NEW,N
11743,2.1.3.3,Manage routings,1,NEW,N
11744,2.1.3.4,Manage specifications,1,NEW,N
11745,2.1.3.5,Manage drawings,1,NEW,N
11746,2.1.3.6,Manage product/material classification,1,NEW,N
11747,2.1.3.7,Develop and maintain quality/inspection documents,1,NEW,N
11748,2.1.3.8,Maintain process specification data,1,NEW,N
11749,2.1.3.9,Manage traceability data,1,NEW,N
11750,2.1.3.10,Review and approve data access requests,1,NEW,N
19698,2.2,Generate and define new product/service ideas,19,"+19669, +19990, c10065, NEW",Y
10065,2.2.1,Perform discovery research,1,"RENAME, WAS:Identify city service innovations",Y
18382,2.2.1.1,Identify services implemented by other cities,0,,N
10070,2.2.1.2,Identify new technologies,0,,N
10071,2.2.1.3,Develop new technologies,0,,N
10072,2.2.1.4,Assess feasibility of integrating new city service concepts,0,,N
19669,2.2.2,Generate new product/service concepts,5,"+19986, +19987, +19988, +19989, NEW",N
19986,2.2.2.1,Gather new product/service ideas and requirements,1,NEW,N
19987,2.2.2.2,Analyze new product/service ideas and requirements,1,NEW,N
19988,2.2.2.3,Evaluate new product/service inputs and requirements,1,NEW,N
19989,2.2.2.4,Formulate new product/service concepts,1,NEW,N
10068,2.2.2.5,Identify potential improvements to existing city services,0,,N
19990,2.2.3,Define product/service development requirements,12,"+11331, +16815, +17389, NEW",N
11331,2.2.3.1,Define product/service requirements,9,"+19991, +16808, +16809, +16810, +16811, +16812, +19992, +16814, NEW",N
19991,2.2.3.1.1,Define basic functional requirements,1,NEW,N
16808,2.2.3.1.2,Derive interoperability requirements for products and services,1,NEW,N
16809,2.2.3.1.3,Derive safety requirements for products and services,1,NEW,N
16810,2.2.3.1.4,Derive security requirements for products and services,1,NEW,N
16811,2.2.3.1.5,Derive regulatory compliance requirements,1,NEW,N
16812,2.2.3.1.6,Derive requirements from industry standards,1,NEW,N
19992,2.2.3.1.7,Develop user experience requirements,1,NEW,N
16814,2.2.3.1.8,Derive ‘services-as-a-product’ offering,1,NEW,N
16815,2.2.3.2,Define post launch support model,1,NEW,N
17389,2.2.3.3,Identify product/service bundling opportunities,1,NEW,N
10062,2.3,Develop city services,24,"+19993, +19996, +19997, -10082, -10080",Y
19993,2.3.1,"Design, build, and pilot city services",15,"+16813, +16817, +19995, c10087, c10098, c10090, c10092, NEW",Y
10083,2.3.1.1,Assign resources to city service development project,1,+19994,N
19994,2.3.1.1.1,Identify requirements for product/service design/development partners,1,NEW,N
10085,2.3.1.2,Develop city service design specifications,0,,N
16813,2.3.1.3,Develop user experience design specifications,1,NEW,N
16817,2.3.1.4,Provide warranty-related recommendations,1,NEW,N
10087,2.3.1.5,Conduct mandatory and elective external reviews,1,"RENAME, WAS:Conduct mandatory and elective external reviews (legal, regulatory, standards, internal)",N
19995,2.3.1.6,Design products/services,7,"+16819, +16820, +16821, +16822, +16818, +16823, NEW",N
16819,2.3.1.6.1,Design for manufacturing,1,NEW,N
16820,2.3.1.6.2,Design for product servicing,1,NEW,N
16821,2.3.1.6.3,Design for re-manufacturing,1,NEW,N
16822,2.3.1.6.4,Review product troubleshooting methodology,1,NEW,N
16818,2.3.1.6.5,"Design and manage product data, design, and bill of materials",1,NEW,N
16823,2.3.1.6.6,Design for product upgrades,1,NEW,N
10088,2.3.1.7,Build service proof of concept/pilot,0,,N
10098,2.3.1.8,Develop and test prototype production and/or service delivery process,1,"RENAME, WAS:Develop and test service delivery process",N
10089,2.3.1.9,Eliminate quality and reliability problems,0,,N
10090,2.3.1.10,Conduct in-house product/service testing and evaluate feasibility,1,"RENAME, WAS:Conduct service testing and evaluate feasibility",N
10091,2.3.1.11,Identify design/development performance indicators,0,,N
10092,2.3.1.12,Collaborate on design with suppliers and external partners,1,"RENAME, WAS:Collaborate on design with partners",N
19996,2.3.2,Test market for new or revised products and services,2,"c10094, NEW",Y
10093,2.3.2.1,Prepare detailed feasibility study,0,,N
10094,2.3.2.2,Conduct constituent surveys and interviews,1,"RENAME, WAS:Validate service viability through constituent surveys and interviews",N
10095,2.3.2.3,Finalize service concept and goals,0,,N
10096,2.3.2.4,Finalize technical requirements,0,,N
19997,2.3.3,Prepare for production/service delivery,5,"c10099, c10097, c10100, NEW",Y
10099,2.3.3.1,Design and obtain necessary capabilities/materials and equipment,1,"RENAME, WAS:Design necessary materials and equipment",N
10097,2.3.3.2,Identify requirements for changes to manufacturing/delivery processes,1,"RENAME, WAS:Identify requirements for changes to service delivery processes",N
18385,2.3.3.3,Plan for city service modifications,0,,N
18386,2.3.3.4,Prepare high-level business case,0,,N
11418,2.3.3.5,Request service design change,0,,N
10100,2.3.3.6,Install and validate production/service delivery process,2,"c11417, RENAME, WAS:Install and validate production process or methodology",N
11417,2.3.3.6.1,Monitor initial production runs,1,"RENAME, WAS:Monitor production runs",N
10004,3,Promote the City,125,"+20008, -10104, c10101",Y
10101,3.1,Assess constituent needs and align to city capabilities,8,"c10107, RENAME, WAS:Understand constituent needs and align to city capabilities",Y
10106,3.1.1,Perform constituent needs analysis,3,c10112,Y
10108,3.1.1.1,Conduct constituent research,1,+10114,N
10114,3.1.1.1.1,Assess consumer needs and predict customer purchasing behavior,1,NEW,N
10109,3.1.1.2,Identify constituent segments,1,+10115,N
10115,3.1.1.2.1,Determine market share gain/loss,1,NEW,N
10110,3.1.1.3,Analyze demographic trends,0,,N
10111,3.1.1.4,"Analyze competing organizations, competitive/substitute services",0,,N
10112,3.1.1.5,Evaluate existing services,1,"RENAME, WAS:Evaluate existing services against perception",N
10107,3.1.2,Evaluate and prioritize promotion opportunities,4,"RENAME, WAS:Evaluate and prioritize promotion opportunities for city initiatives and/or services",Y
10116,3.1.2.1,Quantify promotional opportunities,0,,N
10117,3.1.2.2,Determine target segments,1,+18941,N
18941,3.1.2.2.1,Identify under-served and saturated market segments,1,NEW,N
10118,3.1.2.3,Prioritize opportunities consistent with capabilities the comprehensive plan,0,,N
10119,3.1.2.4,Validate opportunities,2,"+10120, +10121",N
10120,3.1.2.4.1,Perform opportunity testing with customers/consumers,1,NEW,N
10121,3.1.2.4.2,Confirm internal capabilities,1,NEW,N
10102,3.2,Develop promotional strategy,33,"+20000, +20006, +16848, +18924, -10122",Y
11168,3.2.1,Define constituent value proposition,0,,Y
11170,3.2.1.1,Develop value proposition including brand positioning for target segments,0,,N
11171,3.2.1.2,Validate value proposition with target segments,0,,N
11172,3.2.1.3,Develop new branding,0,,N
20000,3.2.2,Define and manage channel strategy,11,"+20001, +20002, +20003, +20004, c10127, c10126, NEW",Y
20001,3.2.2.1,Determine channels to be supported,1,NEW,N
20002,3.2.2.2,Establish channel objectives,1,NEW,N
10127,3.2.2.3,Determine channel role and fit with target segments,1,"RENAME, WAS:Determine channel fit with target segments",N
10128,3.2.2.4,Select channels for target segments,0,,N
20003,3.2.2.5,Identify required channel capabilities,1,NEW,N
10126,3.2.2.6,Evaluate channel attributes and potential partners,1,"RENAME, WAS:Evaluate channel attributes and partners",N
20004,3.2.2.7,Orchestrate seamless customer experience across supported channels,5,"+16590, +16591, +16592, +20005, NEW",Y
16590,3.2.2.7.1,Define omni-channel strategy,1,NEW,N
16591,3.2.2.7.2,Define omni-channel requirements,1,NEW,N
16592,3.2.2.7.3,Develop omni-channel policies and procedures,1,NEW,N
20005,3.2.2.7.4,Develop and manage execution roadmap,1,NEW,N
20006,3.2.3,Analyze and manage channel performance,6,"+16573, +16574, +16575, +16500, +16501, NEW",Y
16573,3.2.3.1,Establish channel-specific metrics and targets,1,NEW,Y
16574,3.2.3.2,Monitor and report performance,1,NEW,N
16575,3.2.3.3,Monitor and report events influencing factors,1,NEW,N
16500,3.2.3.4,Analyze performance,1,NEW,N
16501,3.2.3.5,Develop plan for improvements,1,NEW,N
16848,3.2.4,Develop marketing communication strategy,9,"+16849, +16850, +16851, +16852, +16853, +16854, +16855, +18627, NEW",N
16849,3.2.4.1,Develop customer communication calendar,1,NEW,N
16850,3.2.4.2,Define public relations (PR) strategy,1,NEW,N
16851,3.2.4.3,Define direct marketing strategy,1,NEW,N
16852,3.2.4.4,Define internal marketing communication strategy,1,NEW,N
16853,3.2.4.5,Identify new media for marketing communication,1,NEW,N
16854,3.2.4.6,Define new media communication strategy,1,NEW,N
16855,3.2.4.7,Define point of sale (POS) communication strategy,1,NEW,N
18627,3.2.4.8,Define communication guidelines and mechanisms,1,NEW,N
18924,3.2.5,Design and manage customer loyalty program,6,"+20007, +18925, +18926, +16633, +18927, NEW",N
20007,3.2.5.1,Define customer loyalty program,1,NEW,N
18925,3.2.5.2,Acquire members to customer loyalty program,1,NEW,N
18926,3.2.5.3,Build engagement and relationship with members,1,NEW,N
16633,3.2.5.4,Monitor customer loyalty program benefits to the enterprise and the customer,1,NEW,N
18927,3.2.5.5,Optimize loyalty program value to both the enterprise and the customer,1,NEW,N
20008,3.3,Develop and manage service promotional plans,26,"+20593, +20010, +16613, +10154, +16629, NEW",Y
10148,3.3.1,"Establish goals, objectives, and metrics for services by channels/segments",0,,Y
10149,3.3.2,Establish promotional budgets,1,+17683,Y
10155,3.3.2.1,Confirm promotion alignment to comprehensive plan,0,,N
10156,3.3.2.2,Determine costs of promotion,0,,N
10157,3.3.2.3,Create promotions budget,0,,N
17683,3.3.2.4,Determine projected ROI for marketing investment,1,NEW,N
20593,3.3.3,Develop and manage pricing,8,"+20009, +18948, +11495, +11496, +11497, +17684, c10163, NEW",N
20009,3.3.3.1,Understand resource requirements for each product/service and delivery channel/method,1,NEW,N
18948,3.3.3.2,Determine corporate incentives,1,NEW,N
10163,3.3.3.3,Determine pricing based on volume/unit forecast,1,"RENAME, WAS:Establish pricing policy parameters",N
18387,3.3.3.4,Determine service pricing structure,0,,N
10164,3.3.3.5,Execute pricing plan,0,,N
10165,3.3.3.6,Evaluate pricing performance,0,,N
10166,3.3.3.7,Refine pricing as needed,0,,N
11495,3.3.3.8,Implement promotional pricing programs,1,NEW,N
11496,3.3.3.9,Implement other retail pricing programs,1,NEW,N
11497,3.3.3.10,Communicate and implement price changes,1,NEW,N
17684,3.3.3.11,Achieve regulatory approval for pricing,1,NEW,N
20010,3.3.4,Develop and manage promotional activities,2,"c10167, NEW",N
10167,3.3.4.1,Define promotional concepts and objectives,1,"RENAME, WAS:Define promotional concepts",N
10159,3.3.4.2,Develop marketing messages,0,,N
10160,3.3.4.3,Define target audience,0,,N
10168,3.3.4.4,Plan and test promotional activities,0,,N
10169,3.3.4.5,Execute promotional activities,0,,N
10170,3.3.4.6,Evaluate promotional performance metrics,0,,N
10171,3.3.4.7,Refine promotional performance metrics,0,,N
10172,3.3.4.8,Incorporate learning into future/planned consumer promotions,0,,N
10153,3.3.5,Track customer management measures,0,,Y
10174,3.3.5.1,Analyze constituent revenue trends,0,,N
10175,3.3.5.2,Analyze constituent attrition and retention rates,0,,N
10176,3.3.5.3,Analyze constituent metrics,0,,N
10177,3.3.5.4,"Revise constituent strategies, objectives, and plans based on metrics",0,,N
16613,3.3.6,Analyze and respond to customer insight,6,"+16627, +16614, +16615, +16616, +16617, NEW",Y
16627,3.3.6.1,Monitor and respond to social media activity,1,NEW,N
16614,3.3.6.2,Analyze customer website activity,1,NEW,N
16615,3.3.6.3,Analyze customer purchase patterns,1,NEW,N
16616,3.3.6.4,Develop business rules to provide personalized offers,1,NEW,N
16617,3.3.6.5,Monitor effectiveness of personalized offers and adjust offers accordingly,1,NEW,N
10154,3.3.7,Develop and manage packaging strategy,5,"+10178, +10179, +10180, +10181, NEW",N
10178,3.3.7.1,Plan packaging strategy,1,NEW,N
10179,3.3.7.2,Test packaging options,1,NEW,N
10180,3.3.7.3,Execute packaging strategy,1,NEW,N
10181,3.3.7.4,Refine packaging,1,NEW,N
16629,3.3.8,Manage product marketing content,3,"+16630, +18130, NEW",N
16630,3.3.8.1,Manage product images,1,NEW,N
18130,3.3.8.2,Manage product copy,1,NEW,N
10103,3.4,Develop service enrollment strategy,8,,Y
10129,3.4.1,Develop enrollment forecast,0,,Y
10134,3.4.1.1,Gather current and historic order information,0,,N
10135,3.4.1.2,Analyze enrollment trends and patterns,0,,N
10136,3.4.1.3,Generate enrollment forecast,0,,N
10137,3.4.1.4,Analyze historical and planned promotions and events,0,,N
10130,3.4.2,Develop partner/alliance relationships,7,"+11465, +11521, +11466, +18629, +11522, +11523, +11468",N
10138,3.4.2.1,Identify alliance opportunities,0,,N
10139,3.4.2.2,Design alliance programs and methods for selecting and managing relationships,0,,N
10140,3.4.2.3,Select alliances,0,,N
11465,3.4.2.4,Develop customer trade strategy and customer objectives/targets,1,NEW,N
11521,3.4.2.5,Define trade programs and funding options,1,NEW,N
11466,3.4.2.6,Conduct planning activities for major trade customers,1,NEW,N
10141,3.4.2.7,Develop partner and alliance management strategies,0,,N
10142,3.4.2.8,Establish partner and alliance management goals,0,,N
18629,3.4.2.9,Establish partner and alliance agreements,1,NEW,N
11522,3.4.2.10,Develop promotional and category management calendars (trade marketing calendars),1,NEW,N
11523,3.4.2.11,Create strategic and tactical sales plans by customer,1,NEW,N
11468,3.4.2.12,Communicate planning information to customer teams,1,NEW,N
10131,3.4.3,Establish overall service revenue projections,1,+17682,Y
17682,3.4.3.1,Calculate product market share,1,NEW,Y
10143,3.4.3.2,Calculate service revenue,0,,N
10144,3.4.3.3,Determine variable costs,0,,N
10145,3.4.3.4,Determine overhead and fixed costs,0,,N
10146,3.4.3.5,Calculate net gain/loss,0,,N
10147,3.4.3.6,Create budget,0,,N
10132,3.4.4,Establish service revenue goals and measures,0,,Y
10105,3.5,Develop and manage service enrollment plans,49,"+10182, +11779",Y
10182,3.5.1,Manage leads/opportunities,13,"+10189, +18115, +11773, +18116, +20011, +10209, +10184, NEW",Y
10188,3.5.1.1,Identify potential service subscribers,0,,N
10189,3.5.1.2,Identify/receive leads/opportunities,1,NEW,N
18115,3.5.1.3,Validate and qualify leads/opportunities,1,NEW,N
11773,3.5.1.4,Match opportunities to business strategy,1,NEW,N
18116,3.5.1.5,Develop opportunity win plans,1,NEW,N
20011,3.5.1.6,Manage opportunity pipeline,1,NEW,Y
10209,3.5.1.7,Determine sales resource allocation,1,NEW,N
10184,3.5.1.8,Manage customer sales calls,6,"+10190, +10191, +20012, +10192, +10193, NEW",Y
10190,3.5.1.8.1,Perform sales calls,1,NEW,N
10191,3.5.1.8.2,Perform pre-sales activities,1,NEW,N
20012,3.5.1.8.3,Manage customer meetings/workshops,1,NEW,N
10192,3.5.1.8.4,Close the sale,1,NEW,N
10193,3.5.1.8.5,Record outcome of sales process,1,NEW,Y
10183,3.5.2,Manage service consumer/subscriber accounts,5,"+20013, +11173, +20014",Y
20013,3.5.2.1,Select key customers/accounts,1,NEW,N
11173,3.5.2.2,Develop sales/key account plan,1,NEW,N
20014,3.5.2.3,Manage sales/key account plan,1,NEW,N
11174,3.5.2.4,Manage consumer/subscriber relationships,0,,N
14208,3.5.2.5,Manage customer master data,2,"+16598, +16599",N
16598,3.5.2.5.1,Collect and merge internal and third-party customer information,1,NEW,N
16599,3.5.2.5.2,De-duplicate customer data,1,NEW,N
11779,3.5.3,"Develop and manage sales proposals, bids, and quotes",16,"+11781, +11780, +11782, +11783, +11784, +11785, +20015, +11787, +11788, +11789, +20016, +20017, +11790, +20018, +11793, NEW",N
11781,3.5.3.1,Receive Request For Proposal (RFP)/Request For Quote (RFQ),1,NEW,N
11780,3.5.3.2,Refine customer requirements,1,NEW,N
11782,3.5.3.3,Review RFP/RFQ request,1,NEW,N
11783,3.5.3.4,Perform competitive analysis,1,NEW,N
11784,3.5.3.5,Validate with strategy/business plans,1,NEW,N
11785,3.5.3.6,Understand customer business and requirements,1,NEW,N
20015,3.5.3.7,Develop solution and delivery approach,1,NEW,N
11787,3.5.3.8,Identify staffing requirements,1,NEW,N
11788,3.5.3.9,Develop pricing and scheduling estimates,1,NEW,N
11789,3.5.3.10,Conduct profitability analysis,1,NEW,N
20016,3.5.3.11,Manage internal reviews,1,NEW,N
20017,3.5.3.12,Manage internal approvals,1,NEW,N
